datetime;open;high;low;close;volume
2026-04-29 10:15:00;1080.35999;1088.13440;1079.5;1085.13000;139168
2026-04-29 10:10:00;1083.064941;1085.25989;1078.13000;1079.96997;181878
2026-04-29 10:05:00;1089.25;1092;1080.22009;1083.064941;203947
2026-04-29 10:00:00;1091.72998;1096;1087;1089.25;200664
2026-04-29 09:55:00;1091.98499;1094.47998;1086.51001;1089.93506;217280
2026-04-29 09:50:00;1079.64001;1093;1078;1091.97498;260147
2026-04-29 09:45:00;1092.80896;1093.88000;1078;1079.025024;339420
2026-04-29 09:40:00;1093.41504;1102.99988;1089.18994;1093.66504;585751
2026-04-29 09:35:00;1075.39001;1096.49988;1074;1094.71997;635455
2026-04-29 09:30:00;1070.59998;1082;1063.68005;1077.14502;1504536
2026-04-28 15:55:00;1011.56000;1011.64001;1000.22998;1002.83002;420517
2026-04-28 15:50:00;1018;1018;1010.17999;1012.025024;127414
2026-04-28 15:45:00;1016.41498;1017.98999;1016.030090;1017.44000;55590
2026-04-28 15:40:00;1014.74841;1018;1014.59998;1016.030029;66286
2026-04-28 15:35:00;1012.20001;1016.60992;1011.28552;1015.070007;76121
2026-04-28 15:30:00;1016.65997;1018.049988;1012.20007;1013.21997;111073
2026-04-28 15:25:00;1017.82501;1018.90991;1015.00012207;1016.77502;119621
2026-04-28 15:20:00;1023.49988;1023.49988;1017.65009;1017.96899;97117
2026-04-28 15:15:00;1026.87000;1027.083740;1021.79010;1023.25;120246
2026-04-28 15:10:00;1028.40002;1028.61987;1025.23523;1027.17505;95512
2026-04-28 15:05:00;1030.75;1032.90002;1028.040283;1028.40503;87302
2026-04-28 15:00:00;1028.079956;1031.49988;1027.5;1030.030029;115623
2026-04-28 14:55:00;1026.40002;1028;1025.44995;1027.82495;66237
2026-04-28 14:50:00;1024.5;1026.93994;1023.10999;1026.57996;54444
2026-04-28 14:45:00;1027.19006;1027.53992;1024.46997;1024.75500;48554
2026-04-28 14:40:00;1024.74988;1027.44995;1024.375;1026.73499;59578
2026-04-28 14:35:00;1026.48999;1026.53003;1023.049988;1024.65320;61637
2026-04-28 14:30:00;1027.73999;1028.62000;1024.96997;1026.51501;86566
2026-04-28 14:25:00;1028.20996;1029;1026.49011;1027.73499;71652
2026-04-28 14:20:00;1025;1028.51990;1025;1028.18994;126782
2026-04-28 14:15:00;1022.13751;1026;1020.98578;1025.31152;115153
2026-04-28 14:10:00;1021.46002;1022.37000;1020.53998;1022.26801;46672
2026-04-28 14:05:00;1023.40002;1023.57001;1019.56000;1021.88672;95329
2026-04-28 14:00:00;1023.15100;1024.35815;1021.5;1022.96002;70795
2026-04-28 13:55:00;1022.46997;1024.063110;1021.26007;1023.85999;65757
2026-04-28 13:50:00;1020.13971;1024.40002;1019.27002;1022.94000;117591
2026-04-28 13:45:00;1019.46997;1022;1018.10010;1019.5;111643
2026-04-28 13:40:00;1018.025024;1020.34003;1017.50012;1019.69000;143125
2026-04-28 13:35:00;1014.20502;1018.97992;1013.54999;1017.90002;130213
2026-04-28 13:30:00;1009.20001;1014.21997;1009;1013.15002;328042
2026-04-28 13:25:00;1005.62000;1009.76221;1004.27002;1009.020020;91460
2026-04-28 13:20:00;1004.98999;1006;1003.80011;1005.5;35577
2026-04-28 13:15:00;1005;1005.99988;1003.00012207;1004.92999;51268
2026-04-28 13:10:00;1004.45001;1006.12988;1003.22998;1005.84808;63576
2026-04-28 13:05:00;1003.875;1005.29309;1001.29999;1004.099976;72731
2026-04-28 13:00:00;1005.5;1007.46997;1002.5;1004.48999;111872
2026-04-28 12:55:00;1004.55499;1006.64001;1003.38013;1005.47998;132149
2026-04-28 12:50:00;996.75;1004.70001;995.20001;1004.55499;159213
2026-04-28 12:45:00;991.42999;996.74988;991.17999;996.37000;87317
2026-04-28 12:40:00;989.78998;991.60999;989.046570;991.34003;58116
2026-04-28 12:35:00;987.66010;992;986.84039;989.79498;70849
2026-04-28 12:30:00;992.00012207;993.31000;987.28998;988.70502;108409
2026-04-28 12:25:00;992.69501;994.98993;991.95502;992.57709;48298
2026-04-28 12:20:00;991.39001;993.26001;989.049988;992.25;84341
2026-04-28 12:15:00;994.90997;995.49988;990.53003;990.88000;63758
2026-04-28 12:10:00;997.049988;997.049988;993.00012207;994.31000;72641
2026-04-28 12:05:00;994.74500;999.58002;994.74500;997.45490;82478
2026-04-28 12:00:00;997.31183;998.32990;993.00012207;994.53998;91691
2026-04-28 11:55:00;995.68500;1000.5;994.045105;997.26001;101804
2026-04-28 11:50:00;994;998.98993;993.030029;995.70001;114915
2026-04-28 11:45:00;994.34991;994.98993;990.28998;993.75;78407
2026-04-28 11:40:00;989.5;994.052979;989.039978;994;59573
2026-04-28 11:35:00;990.46997;993.79999;987.12451;990.34998;82259
2026-04-28 11:30:00;991.79999;991.85999;986;990.39001;106535
2026-04-28 11:25:00;993.12000;993.12000;988.33521;992.010010;111565
2026-04-28 11:20:00;998.88898;999;991.29999;993.49988;136411
2026-04-28 11:15:00;995.83002;998.97998;994;998.65002;108183
2026-04-28 11:10:00;986.00012207;996.21002;985.90002;996.099976;155913
2026-04-28 11:05:00;989;989.99988;985.16998;986.59998;134290
2026-04-28 11:00:00;995.99988;999.96002;987.32739;988.5;233444
2026-04-28 10:55:00;983.00012207;996;983.00012207;995.35999;226694
2026-04-28 10:50:00;995;995.35999;980.28003;983.97998;368750
2026-04-28 10:45:00;1001.27502;1002.91992;994.67999;995.35999;209860
2026-04-28 10:40:00;997.070007;1003.61987;990.65002;1001;330362
2026-04-28 10:35:00;1009.40997;1010.99988;993.55499;996.96002;473014
2026-04-28 10:30:00;1013.75153;1014.25989;1007.00012207;1009.28497;230874
2026-04-28 10:25:00;1016.65002;1017.41760;1011.020081;1013.13000;222382
2026-04-28 10:20:00;1020.76501;1022;1016.27002;1016.27002;176246
2026-04-28 10:15:00;1022.38000;1026.5;1016.43591;1020.25;215110
2026-04-28 10:10:00;1029.74414;1030.18005;1021.40009;1022;236217
2026-04-28 10:05:00;1035.69995;1039.23987;1027.31006;1029.28003;246648
2026-04-28 10:00:00;1044.59998;1045;1033.099976;1035.29004;191416
2026-04-28 09:55:00;1040.99988;1047.64990;1035;1044.96997;209409
2026-04-28 09:50:00;1047.5;1047.60327;1035.055054;1040.88208;341229
2026-04-28 09:45:00;1049.88989;1054.21997;1045.52344;1047.77600;282298
2026-04-28 09:40:00;1037.74500;1051.94995;1035;1050;395224
2026-04-28 09:35:00;1028.58997;1044.12000;1028.58997;1038.74500;431320
2026-04-28 09:30:00;1027.59998;1034.43005;1011.010010;1028;1910511
2026-04-27 15:55:00;1069.48999;1070.64001;1065.56006;1070.27002;429142
2026-04-27 15:50:00;1062.93176;1069.72998;1062.93005;1068.47998;257314
2026-04-27 15:45:00;1060.88501;1064.44995;1060.68005;1062.64502;112354
2026-04-27 15:40:00;1060.099976;1060.75;1057.58215;1060.75;100011
2026-04-27 15:35:00;1059.88000;1061;1057.57007;1059.69995;102617
2026-04-27 15:30:00;1062.62000;1063;1059.010010;1059.010010;100586
2026-04-27 15:25:00;1063.41003;1064.25;1061.00012207;1062.93005;65537
2026-04-27 15:20:00;1065.31006;1066.38989;1063.010010;1063.010010;89714
2026-04-27 15:15:00;1064.75;1065.82495;1063.010132;1065.59998;80622
2026-04-27 15:10:00;1063.15002;1064.75;1061;1064.30286;73032
2026-04-27 15:05:00;1064.73547;1065.88989;1062.34998;1063.22998;52558
2026-04-27 15:00:00;1064.43298;1065.97485;1063.23010;1064.91003;81969
2026-04-27 14:55:00;1059.93994;1064.97998;1059.75;1064.10010;95488
2026-04-27 14:50:00;1061.49988;1061.49988;1058.73999;1059.93005;41912
2026-04-27 14:45:00;1059.48999;1061.58984;1058.5;1061.069946;37969
2026-04-27 14:40:00;1061.21997;1061.59497;1058.52014;1059;67476
2026-04-27 14:35:00;1061.51001;1063.5;1061.00012207;1061.96997;74200
2026-04-27 14:30:00;1059.96997;1062.75281;1059.27002;1061.38000;71968
2026-04-27 14:25:00;1058.060059;1059.96997;1056.49500;1059.91504;50045
2026-04-27 14:20:00;1055.94495;1059.81995;1055;1058.40002;77882
2026-04-27 14:15:00;1059.25134;1060.53064;1055.060059;1055.94495;85237
2026-04-27 14:10:00;1062.95996;1063.29004;1058;1059.67993;90516
2026-04-27 14:05:00;1060.41003;1063.5;1060;1062.5;48110
2026-04-27 14:00:00;1062.65002;1062.65002;1059;1060.35999;56523
2026-04-27 13:55:00;1061.47998;1062.99988;1060.12000;1062.74207;40832
2026-04-27 13:50:00;1064.80005;1064.96997;1060.51001;1061.069946;49072
2026-04-27 13:45:00;1064.85999;1065;1062.79004;1064.23999;61076
2026-04-27 13:40:00;1060.14001;1065;1058.40015;1064.59497;75827
2026-04-27 13:35:00;1063.35999;1063.62000;1059.45996;1060.76990;47209
2026-04-27 13:30:00;1061.65503;1063.91003;1061;1063.089111;45763
2026-04-27 13:25:00;1060.34656;1062.95996;1060.079956;1061.70996;43246
2026-04-27 13:20:00;1061.18005;1061.33899;1058.090088;1060.28003;74777
2026-04-27 13:15:00;1065.88953;1066;1059.77014;1060.89001;88604
2026-04-27 13:10:00;1065.90002;1067.42004;1064.10999;1065.55505;77213
2026-04-27 13:05:00;1063;1065.89990;1062.10010;1065.89990;59415
2026-04-27 13:00:00;1060.5;1063.46997;1060.00012207;1063.010010;62631
2026-04-27 12:55:00;1062.35754;1062.35754;1058;1060.089966;119301
2026-04-27 12:50:00;1063.69824;1064.099976;1061.30005;1061.97998;62118
2026-04-27 12:45:00;1061.90002;1064.21985;1061.31006;1063.75903;44402
2026-04-27 12:40:00;1064.65002;1064.94995;1061.10999;1061.69495;72462
2026-04-27 12:35:00;1065.23499;1066.88989;1063.50012;1063.50012;100967
2026-04-27 12:30:00;1061.59998;1066.040039;1061.42004;1065.23499;85589
2026-04-27 12:25:00;1063.35999;1064;1060.60010;1061.68994;64562
2026-04-27 12:20:00;1065.76501;1065.81006;1061.68994;1062.85999;110304
2026-04-27 12:15:00;1061.93506;1066.5;1061.66284;1065.30005;128360
2026-04-27 12:10:00;1060.47998;1063.87988;1059.56494;1061.60999;98632
2026-04-27 12:05:00;1058.60010;1061;1057.040161;1060;91610
2026-04-27 12:00:00;1063.81006;1065;1057.081055;1058.59998;132377
2026-04-27 11:55:00;1059.49500;1065.39990;1058.89001;1063.94995;126953
2026-04-27 11:50:00;1061.46509;1062.69995;1058.88000;1059.97998;96391
2026-04-27 11:45:00;1061.98999;1064.56995;1059.48975;1061.24548;192742
2026-04-27 11:40:00;1054.69995;1063.43005;1053.80005;1062.72998;223034
2026-04-27 11:35:00;1052.90002;1055;1049.80359;1054.76001;134070
2026-04-27 11:30:00;1048.53503;1058;1048.00024414;1052.86499;263110
2026-04-27 11:25:00;1046.90918;1051;1045.57007;1048.98999;105983
2026-04-27 11:20:00;1049.98999;1050.30505;1046.010010;1047.29004;113083
