Etc/UTC,Open,High,Low,Close,Volume
2026-06-12T05:03:00+00:00,141.995,141.99700000000001,141.995,141.99700000000001,11480
2026-06-12T05:04:00+00:00,141.99700000000001,141.99700000000001,141.89599999999999,141.89599999999999,4960
2026-06-12T05:06:00+00:00,141.79599999999999,141.79599999999999,141.79599999999999,141.79599999999999,2480
2026-06-12T05:07:00+00:00,141.696,141.696,141.696,141.696,2480
2026-06-12T05:08:00+00:00,141.697,141.697,141.697,141.697,4960
2026-06-12T05:10:00+00:00,141.596,141.596,141.49600000000001,141.49600000000001,6200
2026-06-12T05:16:00+00:00,141.59700000000001,141.59700000000001,141.596,141.596,4960
2026-06-12T05:22:00+00:00,141.49700000000001,141.49700000000001,141.49700000000001,141.49700000000001,2480
2026-06-12T05:23:00+00:00,141.49700000000001,141.49700000000001,141.49700000000001,141.49700000000001,2480
2026-06-12T05:27:00+00:00,141.39599999999999,141.39599999999999,141.39599999999999,141.39599999999999,2480
2026-06-12T05:29:00+00:00,141.49600000000001,141.49600000000001,141.49600000000001,141.49600000000001,4960
2026-06-12T05:31:00+00:00,141.39699999999999,141.39699999999999,141.29599999999999,141.29599999999999,22740
2026-06-12T05:36:00+00:00,141.196,141.297,141.196,141.297,4960
2026-06-12T05:37:00+00:00,141.197,141.197,141.197,141.197,4960
2026-06-12T05:39:00+00:00,141.09700000000001,141.197,141.09700000000001,141.09700000000001,23980
2026-06-12T05:41:00+00:00,141.196,141.196,141.196,141.196,11480
2026-06-12T05:42:00+00:00,141.39699999999999,141.39699999999999,141.39699999999999,141.39699999999999,2480
2026-06-12T05:43:00+00:00,141.49600000000001,141.49700000000001,141.49600000000001,141.49700000000001,4960
2026-06-12T05:48:00+00:00,141.39599999999999,141.39599999999999,141.39599999999999,141.39599999999999,2480
2026-06-12T05:49:00+00:00,141.297,141.297,141.29599999999999,141.29599999999999,22740
2026-06-12T05:50:00+00:00,141.197,141.197,141.197,141.197,2480
2026-06-12T05:53:00+00:00,141.297,141.297,141.297,141.297,4960
2026-06-12T05:58:00+00:00,141.197,141.197,141.197,141.197,2480
2026-06-12T06:28:00+00:00,141.09700000000001,141.09700000000001,141.09700000000001,141.09700000000001,2480
2026-06-12T06:31:00+00:00,140.99600000000001,140.99600000000001,140.99600000000001,140.99600000000001,2480
2026-06-12T06:36:00+00:00,141.096,141.197,141.096,141.197,11480
2026-06-12T06:42:00+00:00,141.19499999999999,141.19499999999999,141.096,141.096,11480
2026-06-12T06:43:00+00:00,140.99700000000001,140.99700000000001,140.99700000000001,140.99700000000001,4960
2026-06-12T06:49:00+00:00,140.995,140.99700000000001,140.89699999999999,140.99700000000001,22960
2026-06-12T06:55:00+00:00,140.995,140.995,140.79599999999999,140.79599999999999,13960
2026-06-12T06:56:00+00:00,140.89699999999999,140.89699999999999,140.89699999999999,140.89699999999999,2480
2026-06-12T06:57:00+00:00,140.79599999999999,140.79599999999999,140.79599999999999,140.79599999999999,2480
2026-06-12T06:58:00+00:00,140.89500000000001,140.89699999999999,140.89500000000001,140.89699999999999,11480
2026-06-12T06:59:00+00:00,140.99700000000001,141.196,140.99700000000001,141.196,16440
2026-06-12T07:00:00+00:00,141.59700000000001,141.89699999999999,141.59700000000001,141.697,52720
2026-06-12T07:01:00+00:00,141.69499999999999,141.89699999999999,141.596,141.697,51800
2026-06-12T07:02:00+00:00,141.797,141.797,141.59700000000001,141.59700000000001,25220
2026-06-12T07:03:00+00:00,141.49700000000001,141.49700000000001,141.39599999999999,141.39599999999999,27700
2026-06-12T07:04:00+00:00,141.49700000000001,141.49700000000001,141.29599999999999,141.29599999999999,41660
2026-06-12T07:05:00+00:00,141.29499999999999,141.29499999999999,141.197,141.197,11480
2026-06-12T07:06:00+00:00,141.297,141.39599999999999,141.297,141.39599999999999,13960
2026-06-12T07:07:00+00:00,141.39699999999999,141.39699999999999,141.297,141.39599999999999,9920
2026-06-12T07:08:00+00:00,141.39599999999999,141.39599999999999,141.29599999999999,141.29599999999999,11480
2026-06-12T07:09:00+00:00,141.39699999999999,141.39699999999999,141.39699999999999,141.39699999999999,2480
2026-06-12T07:12:00+00:00,141.297,141.39599999999999,141.297,141.39599999999999,4960
2026-06-12T07:13:00+00:00,141.297,141.39599999999999,141.297,141.39599999999999,12400
2026-06-12T07:14:00+00:00,141.29599999999999,141.29599999999999,141.29599999999999,141.29599999999999,2480
2026-06-12T07:15:00+00:00,141.297,141.297,140.99600000000001,141.096,12400
2026-06-12T07:17:00+00:00,141.197,141.297,141.196,141.196,61920
2026-06-12T07:18:00+00:00,141.09700000000001,141.09700000000001,141.09700000000001,141.09700000000001,2480
2026-06-12T07:24:00+00:00,141.196,141.196,141.196,141.196,2480
2026-06-12T07:26:00+00:00,141.29599999999999,141.39699999999999,141.29599999999999,141.39699999999999,13960
2026-06-12T07:27:00+00:00,141.39500000000001,141.39500000000001,141.29599999999999,141.29599999999999,11480
2026-06-12T07:28:00+00:00,141.29499999999999,141.29499999999999,141.196,141.196,11480
2026-06-12T07:30:00+00:00,141.197,141.197,141.09700000000001,141.09700000000001,4960
2026-06-12T07:35:00+00:00,141.197,141.297,141.197,141.29599999999999,9920
2026-06-12T07:36:00+00:00,141.39599999999999,141.39599999999999,141.39599999999999,141.39599999999999,2480
2026-06-12T07:37:00+00:00,141.39599999999999,141.49600000000001,141.39599999999999,141.39699999999999,17360
2026-06-12T07:38:00+00:00,141.39599999999999,141.39599999999999,141.29599999999999,141.29599999999999,11480
2026-06-12T07:39:00+00:00,141.39699999999999,141.39699999999999,141.39699999999999,141.39699999999999,2480
2026-06-12T07:42:00+00:00,141.49600000000001,141.49700000000001,141.49600000000001,141.49700000000001,12720
2026-06-12T07:44:00+00:00,141.595,141.596,141.49600000000001,141.49700000000001,18920
2026-06-12T07:45:00+00:00,141.49600000000001,141.596,141.49600000000001,141.596,7440
2026-06-12T07:46:00+00:00,141.696,141.697,141.596,141.59700000000001,35140
2026-06-12T07:48:00+00:00,141.696,141.797,141.696,141.797,31440
2026-06-12T07:49:00+00:00,141.697,141.697,141.697,141.697,2480
2026-06-12T07:53:00+00:00,141.79599999999999,141.797,141.696,141.697,12400
2026-06-12T07:54:00+00:00,141.76599999999999,141.89599999999999,141.76599999999999,141.89599999999999,6200
2026-06-12T07:55:00+00:00,141.79599999999999,141.89699999999999,141.79599999999999,141.89599999999999,27700
2026-06-12T07:56:00+00:00,141.797,142.29499999999999,141.79599999999999,142.29499999999999,27600
2026-06-12T07:57:00+00:00,142.197,142.297,142.096,142.09700000000001,46200
2026-06-12T07:58:00+00:00,142.09700000000001,142.197,142.096,142.197,76380
2026-06-12T07:59:00+00:00,142.196,142.297,142.096,142.196,80840
